Site,Quad,Date,Colony ID,Total area,Discolored area,Pigmented area,Percent discoloration
RT1,35m,1109,Montipora_patula,2545.18,69.97,2475.21,2.749117941
RT1,35m,1109,Pocillopora_damicornis_1,56.88,6.94,49.94,12.20112518
RT1,35m,1109,Pocillopora_damicornis_2,23.44,0,23.44,0
RT1,35m,1206,Montipora_patula,2662.05,417.75,2244.3,15.69279315
RT1,35m,1206,Pocillopora_damicornis_1,97.47,15.77,81.7,16.17933723
RT1,35m,1206,Pocillopora_damicornis_2,18.61,1.46,17.15,7.845244492
RT1,35m,1209,Montipora_patula,2316.07,119.64,2196.43,5.16564698
RT1,35m,1209,Pocillopora_damicornis_1,98.39,11.54,86.85,11.72883423
RT1,35m,1209,Pocillopora_damicornis_2,24.15,0.38,23.77,1.573498965
RT1,35m,1307,Montipora_patula,1823.4,32.75,1790.65,1.796095207
RT1,35m,1409,Montipora_patula,1977,41.04,1935.96,2.075872534
RT1,35m,1509,Montipora_patula,2180.24,518.07,1662.17,23.76206289
RT1,35m,1605,Montipora_patula,2183.12,256.18,1926.94,11.7345817
RT1,35m,1605,Porites_superfusa,4.96,0,4.96,0
RT1,35m,1609,Montipora_patula,2406.41,18.66,2387.75,0.775428958
RT1,35m,1609,Pocillopora_damicornis_3,37.55,0.04,37.51,0.106524634
RT1,35m,1609,Porites_superfusa,1.97,0,1.97,0
RT1,35m,1709,Montipora_patula,2813.96,13.21,2800.75,0.469445195
RT1,35m,1709,Pocillopora_damicornis_3,20.6,0,20.6,0
RT1,35m,1709,Pocillopora_damicornis_4,25.29,0,25.29,0
RT1,35m,1810,Montipora_patula,2742.46,404.15,2338.31,14.73676918
RT1,35m,1810,Pocillopora_damicornis_3,23.35,0.33,23.02,1.413276231
RT1,35m,1810,Pocillopora_damicornis_4,43.76,0,43.76,0
RT1,35m,1810,Porites_superfusa,5.87,1.81,4.06,30.83475298
RT1,35m,1909,Montipora_patula,2665.51,55.2,2610.31,2.070898252
RT1,35m,1909,Pocillopora_damicornis_3,30.23,0,30.23,0
RT1,35m,1909,Pocillopora_damicornis_4,57,2.51,54.49,4.403508772
RT1,35m,1909,Porites_superfusa,8.88,1.2,7.68,13.51351351
RT1,40m,909,Montipora_flabellata,1866.71,103.98,1762.73,5.570227834
RT1,40m,909,Pocillopora_damicornis_1,34.04,0,34.04,0
RT1,40m,909,Pocillopora_damicornis_2,37.43,0,37.43,0
RT1,40m,909,Pocillopora_meandrina_3,103.83,13.08,90.75,12.59751517
RT1,40m,909,Porites_superfusa,83.83,8.71,75.12,10.39007515
RT1,40m,1004,Montipora_flabellata,1883.63,147.57,1736.06,7.834341139
RT1,40m,1004,Pocillopora_meandrina_3,72.45,10.86,61.59,14.98964803
RT1,40m,1004,Porites_superfusa,42.68,9.04,33.64,21.18088097
RT1,40m,1007,Montipora_flabellata,1926.77,99.9,1826.87,5.184843027
RT1,40m,1007,Pocillopora_meandrina_3,87.1,9.85,77.25,11.30884041
RT1,40m,1007,Porites_superfusa,84.86,30.68,54.18,36.15366486
RT1,40m,1105,Goniastrea_stelligera_1,7.2,0.99,6.21,13.75
RT1,40m,1105,Montipora_flabellata,1927.3,51.85,1875.45,2.690292119
RT1,40m,1105,Pocillopora_meandrina_3,93.29,3.39,89.9,3.633829992
RT1,40m,1105,Porites_superfusa,69.34,19.75,49.59,28.48283819
RT1,40m,1109,Goniastrea_stelligera_1,11.21,2.12,9.09,18.91168599
RT1,40m,1109,Montipora_flabellata,1922.59,134.48,1788.11,6.994731066
RT1,40m,1109,Pocillopora_meandrina_3,90.41,26.04,64.37,28.80212366
RT1,40m,1109,Porites_superfusa,62.89,18.9,43.99,30.05247257
RT1,40m,1206,Goniastrea_stelligera_1,14.13,0.09,14.04,0.636942675
RT1,40m,1206,Montipora_flabellata,1728.08,130.33,1597.75,7.541896209
RT1,40m,1206,Porites_superfusa,78.41,16.6,61.81,21.17076903
RT1,40m,1209,Goniastrea_stelligera_1,21.77,1.98,19.79,9.095084979
RT1,40m,1209,Montipora_flabellata,1568.11,111.49,1456.62,7.109832856
RT1,40m,1209,Porites_superfusa,77.06,2.69,74.37,3.4907864
RT1,40m,1307,Goniastrea_stelligera_1,88.46,0.43,88.03,0.48609541
RT1,40m,1307,Montipora_flabellata,1761.63,55.32,1706.31,3.140273497
RT1,40m,1307,Pocillopora_damicornis_4,3.27,0.8,2.47,24.4648318
RT1,40m,1307,Porites_superfusa,76.67,6.06,70.61,7.904004174
RT1,40m,1409,Goniastrea_stelligera_1,29.77,3.34,26.43,11.21934834
RT1,40m,1409,Montipora_flabellata,1367.73,6.73,1361,0.492056181
RT1,40m,1409,Pocillopora_damicornis_4,15.03,1.29,13.74,8.582834331
RT1,40m,1409,Porites_superfusa,87.6,2.25,85.35,2.568493151
RT1,40m,1509,Goniastrea_stelligera_1,91.53,24.91,66.62,27.21512073
RT1,40m,1509,Montipora_flabellata,1520.34,228.49,1291.85,15.02887512
RT1,40m,1509,Pocillopora_damicornis_4,49.51,1.42,48.09,2.868107453
RT1,40m,1509,Pocillopora_damicornis_5,6.79,0.44,6.35,6.48011782
RT1,40m,1509,Porites_superfusa,107.68,2.04,105.64,1.894502229
RT1,40m,1605,Goniastrea_stelligera_1,5.33,0,5.33,0
RT1,40m,1605,Montipora_flabellata,1517.21,26.37,1490.84,1.738058673
RT1,40m,1605,Pocillopora_damicornis_4,61.43,10.71,50.72,17.43447827
RT1,40m,1605,Pocillopora_damicornis_5,7.7,0.55,7.15,7.142857143
RT1,40m,1605,Porites_superfusa,67.24,10.38,56.86,15.43723974
RT1,40m,1609,Goniastrea_stelligera_1,15.87,0,15.87,0
RT1,40m,1609,Montipora_flabellata,1524.11,6.57,1517.54,0.431071248
RT1,40m,1609,Pocillopora_damicornis_4,80.67,3.68,76.99,4.561794967
RT1,40m,1609,Pocillopora_damicornis_5,15.28,0.11,15.17,0.719895288
RT1,40m,1609,Porites_superfusa,75.56,2.81,72.75,3.718898888
RT1,40m,1709,Goniastrea_stelligera_1,14.38,0.26,14.12,1.808066759
RT1,40m,1709,Montipora_flabellata,1474.86,9.22,1465.64,0.625144081
RT1,40m,1709,Pocillopora_damicornis_4,128.95,0,128.95,0
RT1,40m,1709,Pocillopora_damicornis_5,47.45,1.65,45.8,3.477344573
RT1,40m,1709,Porites_superfusa,92.53,1.79,90.74,1.934507727
RT1,40m,1810,Goniastrea_stelligera_1,24.39,0.18,24.21,0.73800738
RT1,40m,1810,Montipora_flabellata,1144.42,219.18,925.24,19.15205956
RT1,40m,1810,Pocillopora_damicornis_4,3.68,1.83,1.85,49.72826087
RT1,40m,1810,Porites_superfusa,101.81,24.15,77.66,23.72065612
RT1,40m,1909,Montipora_flabellata,1199.67,131.94,1067.73,10.99802446
RT1,40m,1909,Pocillopora_damicornis_4,13.38,1.68,11.7,12.55605381
RT1,40m,1909,Porites_superfusa,104.16,1.2,102.96,1.152073733
RT1,45m,909,Montipora_flabellata,480.5,20.77,459.73,4.322580645
RT1,45m,909,Montipora_patula,456.54,128.46,328.08,28.13773163
RT1,45m,909,Pocillopora_damicornis_1,1.89,1.31,0.58,69.31216931
RT1,45m,909,Pocillopora_damicornis_2,4.81,2.56,2.25,53.22245322
RT1,45m,909,Pocillopora_damicornis_5,18.78,8.93,9.85,47.55058573
RT1,45m,909,Pocillopora_damicornis_8,43.97,0.14,43.83,0.318398908
RT1,45m,909,Pocillopora_meandrina_3,60.29,14.43,45.86,23.93431747
RT1,45m,909,Pocillopora_meandrina_4,60.15,20.45,39.7,33.99833749
RT1,45m,909,Pocillopora_meandrina_6,73.37,11.75,61.62,16.01471991
RT1,45m,909,Pocillopora_meandrina_7,58.53,16.07,42.46,27.45600547
RT1,45m,909,Porites_superfusa,93.06,32.41,60.65,34.82699334
RT1,45m,909,Stylophora_pistillata_1,213.41,112.81,100.6,52.86069069
RT1,45m,1004,Montipora_flabellata,527.83,34.4,493.43,6.517249872
RT1,45m,1004,Montipora_patula,468.25,12.95,455.3,2.765616658
RT1,45m,1004,Pocillopora_damicornis_1,3.1,0.7,2.4,22.58064516
RT1,45m,1004,Pocillopora_damicornis_2,9,2.11,6.89,23.44444444
RT1,45m,1004,Pocillopora_damicornis_5,24.82,1.7,23.12,6.849315068
RT1,45m,1004,Pocillopora_meandrina_3,54.89,12.48,42.41,22.73638185
RT1,45m,1004,Pocillopora_meandrina_4,62.9,6.24,56.66,9.920508744
RT1,45m,1004,Pocillopora_meandrina_6,40.7,7.68,33.02,18.86977887
RT1,45m,1004,Pocillopora_meandrina_7,55.58,16.18,39.4,29.11119108
RT1,45m,1004,Stylophora_pistillata_2,12.55,0.01,12.54,0.079681275
RT1,45m,1007,Montipora_flabellata,460.96,18.08,442.88,3.922249219
RT1,45m,1007,Montipora_patula,377.92,133.07,244.85,35.2111558
RT1,45m,1007,Pocillopora_damicornis_1,5.39,0.72,4.67,13.3580705
RT1,45m,1007,Pocillopora_damicornis_2,13.26,4.76,8.5,35.8974359
RT1,45m,1007,Pocillopora_damicornis_5,27.24,5.74,21.5,21.07195301
RT1,45m,1007,Pocillopora_meandrina_3,56.85,5.61,51.24,9.868073879
RT1,45m,1007,Pocillopora_meandrina_4,66.35,23.9,42.45,36.02110023
RT1,45m,1007,Pocillopora_meandrina_7,48.4,14.91,33.49,30.80578512
RT1,45m,1007,Pocillopora_meandrina_9,13.28,4.35,8.93,32.7560241
RT1,45m,1007,Porites_superfusa,4.74,0.13,4.61,2.742616034
RT1,45m,1007,Stylophora_pistillata_2,13.84,7.03,6.81,50.79479769
RT1,45m,1007,Stylophora_pistillata_3,2.76,0.62,2.14,22.46376812
RT1,45m,1007,Stylophora_pistillata_4,4.26,1.89,2.37,44.36619718
RT1,45m,1007,Stylophora_pistillata_5,1.48,0.94,0.54,63.51351351
RT1,45m,1007,Stylophora_pistillata_6,2.4,1.6,0.8,66.66666667
RT1,45m,1007,Stylophora_pistillata_7,5.25,4.31,0.94,82.0952381
RT1,45m,1105,Montipora_flabellata,523.01,18.53,504.48,3.54295329
RT1,45m,1105,Montipora_patula,546.35,124.25,422.1,22.74183216
RT1,45m,1105,Pocillopora_damicornis_1,17.82,3.8,14.02,21.32435466
RT1,45m,1105,Pocillopora_damicornis_10,2.14,0,2.14,0
RT1,45m,1105,Pocillopora_damicornis_2,30.9,0,30.9,0
RT1,45m,1105,Pocillopora_damicornis_5,43.89,5.17,38.72,11.77944862
RT1,45m,1105,Pocillopora_meandrina_3,77.47,7.55,69.92,9.745708016
RT1,45m,1105,Pocillopora_meandrina_4,56.86,6.39,50.47,11.23812874
RT1,45m,1105,Pocillopora_meandrina_7,50.83,0,50.83,0
RT1,45m,1105,Porites_superfusa,7.04,1.51,5.53,21.44886364
RT1,45m,1105,Stylophora_pistillata_2,16.77,0.18,16.59,1.073345259
RT1,45m,1105,Stylophora_pistillata_3,2.71,1.85,0.86,68.26568266
RT1,45m,1105,Stylophora_pistillata_4,3.47,2.9,0.57,83.57348703
RT1,45m,1105,Stylophora_pistillata_6,1.66,1.08,0.58,65.06024096
RT1,45m,1109,Goniastrea_stelligera_1,1.51,0.89,0.62,58.94039735
RT1,45m,1109,Montipora_flabellata,533.25,8.81,524.44,1.652133146
RT1,45m,1109,Montipora_patula,371.17,6.43,364.74,1.732359835
RT1,45m,1109,Pocillopora_damicornis_1,23.44,1.71,21.73,7.295221843
RT1,45m,1109,Pocillopora_damicornis_2,33.59,0.01,33.58,0.029770765
RT1,45m,1109,Pocillopora_damicornis_5,59.42,14.76,44.66,24.84012117
RT1,45m,1109,Pocillopora_meandrina_3,78.49,0.02,78.47,0.025480953
RT1,45m,1109,Pocillopora_meandrina_4,53.32,0.37,52.95,0.693923481
RT1,45m,1109,Pocillopora_meandrina_7,41.66,1.11,40.55,2.664426308
RT1,45m,1109,Porites_superfusa,20.81,5.46,15.35,26.23738587
RT1,45m,1109,Stylophora_pistillata_4,2.1,0.77,1.33,36.66666667
RT1,45m,1109,Stylophora_pistillata_6,1.49,0.97,0.52,65.10067114
RT1,45m,1206,Goniastrea_stelligera_1,3.32,2.55,0.77,76.80722892
RT1,45m,1206,Goniastrea_stelligera_2,22.44,0,22.44,0
RT1,45m,1206,Montipora_flabellata,462.76,14.83,447.93,3.204684934
RT1,45m,1206,Montipora_patula,603.25,18.22,585.03,3.020306672
RT1,45m,1206,Pocillopora_damicornis_1,35.98,7.66,28.32,21.28960534
RT1,45m,1206,Pocillopora_damicornis_11,7.45,2.86,4.59,38.38926174
RT1,45m,1206,Pocillopora_damicornis_2,43.4,6.94,36.46,15.99078341
RT1,45m,1206,Pocillopora_damicornis_5,54.41,18.61,35.8,34.20327146
RT1,45m,1206,Pocillopora_meandrina_3,62.06,12.38,49.68,19.948437
RT1,45m,1206,Pocillopora_meandrina_7,50.68,14.54,36.14,28.68981847
RT1,45m,1206,Porites_superfusa,45.26,5.35,39.91,11.82059213
RT1,45m,1206,Stylophora_pistillata_4,2.35,0.83,1.52,35.31914894
RT1,45m,1209,Goniastrea_stelligera_1,3.95,0.01,3.94,0.253164557
RT1,45m,1209,Goniastrea_stelligera_2,36.45,0,36.45,0
RT1,45m,1209,Montipora_flabellata,468.66,15.85,452.81,3.381982674
RT1,45m,1209,Montipora_patula,640.3,50.47,589.83,7.882242699
RT1,45m,1209,Pocillopora_damicornis_1,36.88,2.57,34.31,6.968546638
RT1,45m,1209,Pocillopora_damicornis_11,12.55,1.59,10.96,12.66932271
RT1,45m,1209,Pocillopora_damicornis_2,47.73,6.3,41.43,13.19924576
RT1,45m,1209,Pocillopora_damicornis_5,46.43,0.71,45.72,1.529183717
RT1,45m,1209,Pocillopora_meandrina_3,63.24,4.4,58.84,6.957621758
RT1,45m,1209,Pocillopora_meandrina_7,63.18,5.08,58.1,8.040519152
RT1,45m,1209,Porites_superfusa,38.03,2.41,35.62,6.337102288
RT1,45m,1209,Stylophora_pistillata_4,4.83,0.67,4.16,13.87163561
RT1,45m,1307,Goniastrea_stelligera_1,7.51,1.33,6.18,17.70972037
RT1,45m,1307,Goniastrea_stelligera_2,17.02,0.16,16.86,0.940070505
RT1,45m,1307,Goniastrea_stelligera_3,9.83,0,9.83,0
RT1,45m,1307,Montipora_flabellata,713.99,17.74,696.25,2.484628636
RT1,45m,1307,Montipora_patula,335.73,22.89,312.84,6.817978733
RT1,45m,1307,Pocillopora_damicornis_1,49.68,3.27,46.41,6.582125604
RT1,45m,1307,Pocillopora_damicornis_11,34.59,1.54,33.05,4.452153802
RT1,45m,1307,Pocillopora_damicornis_12,2.24,1.21,1.03,54.01785714
RT1,45m,1307,Pocillopora_damicornis_2,81.19,6.79,74.4,8.363098904
RT1,45m,1307,Pocillopora_meandrina_3,51.07,6.15,44.92,12.04229489
RT1,45m,1307,Pocillopora_meandrina_7,72.9,9.71,63.19,13.31961591
RT1,45m,1307,Porites_superfusa,74.37,15.03,59.34,20.209762
RT1,45m,1307,Stylophora_pistillata_4,18.22,2.35,15.87,12.89791438
RT1,45m,1409,Goniastrea_stelligera_3,35.28,0,35.28,0
RT1,45m,1409,Montipora_flabellata,636.34,20.02,616.32,3.146116856
RT1,45m,1409,Montipora_patula,717.27,67.96,649.31,9.474814226
RT1,45m,1409,Pocillopora_damicornis_1,28.37,0.5,27.87,1.762425097
RT1,45m,1409,Pocillopora_damicornis_11,58.49,0.31,58.18,0.530005129
RT1,45m,1409,Pocillopora_damicornis_13,11.45,2.75,8.7,24.01746725
RT1,45m,1409,Pocillopora_damicornis_14,12.46,0.04,12.42,0.321027287
RT1,45m,1409,Pocillopora_damicornis_16,2.57,0,2.57,0
RT1,45m,1409,Pocillopora_damicornis_2,63.95,26.82,37.13,41.93901486
RT1,45m,1409,Pocillopora_meandrina_15,10.97,0,10.97,0
RT1,45m,1409,Pocillopora_meandrina_3,42.92,6.87,36.05,16.00652377
RT1,45m,1409,Pocillopora_meandrina_7,64.48,20.63,43.85,31.99441687
RT1,45m,1409,Porites_superfusa,77.93,20.04,57.89,25.7153856
RT1,45m,1409,Stylophora_pistillata_4,11.6,1.93,9.67,16.63793103
RT1,45m,1509,Goniastrea_stelligera_3,24.17,0.25,23.92,1.034340091
RT1,45m,1509,Montipora_flabellata,770.8,28.28,742.52,3.668915413
RT1,45m,1509,Montipora_patula,656.14,67.99,588.15,10.36211784
RT1,45m,1509,Pocillopora_damicornis_11,67.02,0,67.02,0
RT1,45m,1509,Pocillopora_damicornis_13,34.39,6.9,27.49,20.06397208
RT1,45m,1509,Pocillopora_damicornis_14,42.03,9.57,32.46,22.76945039
RT1,45m,1509,Pocillopora_damicornis_16,7.37,0,7.37,0
RT1,45m,1509,Pocillopora_damicornis_2,18.27,0.42,17.85,2.298850575
RT1,45m,1509,Pocillopora_meandrina_15,25.36,0,25.36,0
RT1,45m,1509,Pocillopora_meandrina_17,1.54,0.92,0.62,59.74025974
RT1,45m,1509,Pocillopora_meandrina_3,35.89,17.98,17.91,50.0975202
RT1,45m,1509,Pocillopora_meandrina_7,76.92,0.06,76.86,0.07800312
RT1,45m,1509,Porites_superfusa,64.16,24.67,39.49,38.45074813
RT1,45m,1509,Stylophora_pistillata_4,40.17,5.86,34.31,14.588001
RT1,45m,1605,Goniastrea_stelligera_3,13.08,0,13.08,0
RT1,45m,1605,Montipora_flabellata,754.54,9.78,744.76,1.296153948
RT1,45m,1605,Montipora_patula,806.31,141.11,665.2,17.50071313
RT1,45m,1605,Pocillopora_damicornis_11,91.11,8.34,82.77,9.153770168
RT1,45m,1605,Pocillopora_damicornis_13,49.99,17.35,32.64,34.70694139
RT1,45m,1605,Pocillopora_damicornis_14,49.59,7.54,42.05,15.20467836
RT1,45m,1605,Pocillopora_damicornis_16,11.65,0.66,10.99,5.665236052
RT1,45m,1605,Pocillopora_damicornis_2,22.24,9.38,12.86,42.17625899
RT1,45m,1605,Pocillopora_meandrina_15,34.62,7.7,26.92,22.24147891
RT1,45m,1605,Pocillopora_meandrina_17,8.24,4.12,4.12,50
RT1,45m,1605,Pocillopora_meandrina_3,19.19,13.73,5.46,71.54768108
RT1,45m,1605,Pocillopora_meandrina_7,61.47,17.72,43.75,28.82707012
RT1,45m,1605,Porites_superfusa,21.87,7.74,14.13,35.3909465
RT1,45m,1605,Stylophora_pistillata_5,3.91,0.41,3.5,10.4859335
RT1,45m,1609,Goniastrea_stelligera_3,18.67,0,18.67,0
RT1,45m,1609,Goniastrea_stelligera_4,0.55,0,0.55,0
RT1,45m,1609,Montipora_flabellata,780.8,34.22,746.58,4.382684426
RT1,45m,1609,Montipora_patula,738.43,4.9,733.53,0.663570007
RT1,45m,1609,Pocillopora_damicornis_11,67.45,4.2,63.25,6.226834692
RT1,45m,1609,Pocillopora_damicornis_13,57.06,10.79,46.27,18.90991938
RT1,45m,1609,Pocillopora_damicornis_14,55.65,3.7,51.95,6.648697215
RT1,45m,1609,Pocillopora_damicornis_16,11.14,0,11.14,0
RT1,45m,1609,Pocillopora_damicornis_18,4.88,0.84,4.04,17.21311475
RT1,45m,1609,Pocillopora_damicornis_2,29.97,5.5,24.47,18.35168502
RT1,45m,1609,Pocillopora_meandrina_15,34.73,3.13,31.6,9.012381227
RT1,45m,1609,Pocillopora_meandrina_17,9.81,1.25,8.56,12.7420999
RT1,45m,1609,Pocillopora_meandrina_3,12.24,2.64,9.6,21.56862745
RT1,45m,1609,Pocillopora_meandrina_7,70.54,11.13,59.41,15.77828183
RT1,45m,1609,Porites_superfusa,27.16,2.23,24.93,8.210603829
RT1,45m,1609,Stylophora_pistillata_5,19.34,0.22,19.12,1.13753878
RT1,45m,1709,Goniastrea_stelligera_3,23.64,0,23.64,0
RT1,45m,1709,Goniastrea_stelligera_5,16.1,0.28,15.82,1.739130435
RT1,45m,1709,Montipora_flabellata,719.03,5.83,713.2,0.81081457
RT1,45m,1709,Montipora_patula,949.3,3.83,945.47,0.403455177
RT1,45m,1709,Pocillopora_damicornis_13,82.81,8.15,74.66,9.841806545
RT1,45m,1709,Pocillopora_damicornis_14,50.42,5.76,44.66,11.42403808
RT1,45m,1709,Pocillopora_damicornis_16,24.27,0,24.27,0
RT1,45m,1709,Pocillopora_damicornis_18,12.81,1.89,10.92,14.75409836
RT1,45m,1709,Pocillopora_damicornis_19,5.68,0,5.68,0
RT1,45m,1709,Pocillopora_damicornis_2,51.12,0,51.12,0
RT1,45m,1709,Pocillopora_damicornis_21,11.03,0.03,11,0.271985494
RT1,45m,1709,Pocillopora_meandrina_15,20.08,0,20.08,0
RT1,45m,1709,Pocillopora_meandrina_17,34.88,0.06,34.82,0.172018349
RT1,45m,1709,Pocillopora_meandrina_20,1.66,0,1.66,0
RT1,45m,1709,Pocillopora_meandrina_3,9.55,0,9.55,0
RT1,45m,1709,Pocillopora_meandrina_7,96.62,9.47,87.15,9.801283378
RT1,45m,1709,Porites_superfusa,8.27,0.04,8.23,0.483675937
RT1,45m,1810,Goniastrea_stelligera_3,13.55,0.13,13.42,0.959409594
RT1,45m,1810,Goniastrea_stelligera_5,5.12,1.62,3.5,31.640625
RT1,45m,1810,Goniastrea_stelligera_6,3.21,0.38,2.83,11.83800623
RT1,45m,1810,Montipora_flabellata,720.77,174.65,546.12,24.2310307
RT1,45m,1810,Montipora_patula,927.3,405.44,521.86,43.72263561
RT1,45m,1810,Pocillopora_damicornis_13,116.57,25.17,91.4,21.59217637
RT1,45m,1810,Pocillopora_damicornis_14,71.23,28.61,42.62,40.16566054
RT1,45m,1810,Pocillopora_damicornis_16,39.19,2.52,36.67,6.430211789
RT1,45m,1810,Pocillopora_damicornis_19,0.96,0.62,0.34,64.58333333
RT1,45m,1810,Pocillopora_damicornis_2,75.8,45.19,30.61,59.61741425
RT1,45m,1810,Pocillopora_damicornis_22,12.46,0.84,11.62,6.741573034
RT1,45m,1810,Pocillopora_meandrina_15,59.57,7.21,52.36,12.10340776
RT1,45m,1810,Pocillopora_meandrina_17,73.21,35.89,37.32,49.02335746
RT1,45m,1810,Pocillopora_meandrina_23,8.66,0.21,8.45,2.424942263
RT1,45m,1810,Pocillopora_meandrina_24,4.09,0,4.09,0
RT1,45m,1810,Pocillopora_meandrina_3,17.28,7.02,10.26,40.625
RT1,45m,1810,Pocillopora_meandrina_7,114.2,30.69,83.51,26.87390543
RT1,45m,1810,Porites_superfusa,14.63,2.25,12.38,15.37935748
RT1,45m,1909,Goniastrea_stelligera_3,26.65,2.33,24.32,8.742964353
RT1,45m,1909,Goniastrea_stelligera_5,8.42,1.31,7.11,15.55819477
RT1,45m,1909,Goniastrea_stelligera_6,4.12,0.01,4.11,0.242718447
RT1,45m,1909,Montipora_flabellata,631.27,55.9,575.37,8.855164985
RT1,45m,1909,Montipora_patula,871.09,82.98,788.11,9.525996166
RT1,45m,1909,Pocillopora_damicornis_13,121.6,19.16,102.44,15.75657895
RT1,45m,1909,Pocillopora_damicornis_14,70.7,12.84,57.86,18.1612447
RT1,45m,1909,Pocillopora_damicornis_16,25.57,1.45,24.12,5.670707861
RT1,45m,1909,Pocillopora_damicornis_2,83.4,8.66,74.74,10.38369305
RT1,45m,1909,Pocillopora_damicornis_22,3.44,0,3.44,0
RT1,45m,1909,Pocillopora_meandrina_15,75.8,6.07,69.73,8.007915567
RT1,45m,1909,Pocillopora_meandrina_17,93.28,5.34,87.94,5.724699828
RT1,45m,1909,Pocillopora_meandrina_23,15.76,0.5,15.26,3.172588832
RT1,45m,1909,Pocillopora_meandrina_24,17.79,0.1,17.69,0.562113547
RT1,45m,1909,Pocillopora_meandrina_25,3.75,1.24,2.51,33.06666667
RT1,45m,1909,Pocillopora_meandrina_3,22.47,2.94,19.53,13.08411215
RT1,45m,1909,Pocillopora_meandrina_7,117.36,13.02,104.34,11.09406953
RT1,45m,1909,Porites_superfusa,39.05,5.54,33.51,14.18693982
RT1,5m,909,Goniastrea_stelligera_1,23.13,13.74,9.39,59.40337224
RT1,5m,909,Goniastrea_stelligera_2,2.11,1.1,1.01,52.13270142
RT1,5m,909,Goniastrea_stelligera_3,2.63,0.3,2.33,11.40684411
RT1,5m,909,Goniastrea_stelligera_4,41.66,13.88,27.78,33.31733077
RT1,5m,909,Montipora_flabellata,673.54,50.7,622.84,7.527392582
RT1,5m,909,Pocillopora_damicornis_1,67.27,8.26,59.01,12.27887617
RT1,5m,909,Pocillopora_damicornis_3,118,23.99,94.01,20.33050847
RT1,5m,909,Pocillopora_damicornis_4,40.22,3.83,36.39,9.522625559
RT1,5m,909,Pocillopora_damicornis_5,53.74,8.24,45.5,15.33308523
RT1,5m,909,Pocillopora_damicornis_7,87.79,5.68,82.11,6.469985192
RT1,5m,909,Pocillopora_meandrina_2,55.54,6.59,48.95,11.86532229
RT1,5m,909,Pocillopora_meandrina_6,41.39,4.79,36.6,11.57284368
RT1,5m,909,Porites_superfusa,10.92,0.66,10.26,6.043956044
RT1,5m,1004,Goniastrea_stelligera_1,24.01,7.38,16.63,30.73719284
RT1,5m,1004,Goniastrea_stelligera_4,2.87,0,2.87,0
RT1,5m,1004,Montipora_flabellata,818.98,63.47,755.51,7.749884002
RT1,5m,1004,Pocillopora_damicornis_1,98.14,19.69,78.45,20.06317506
RT1,5m,1004,Pocillopora_damicornis_3,124.16,24.88,99.28,20.03865979
RT1,5m,1004,Pocillopora_damicornis_4,45.48,6.58,38.9,14.46789798
RT1,5m,1004,Pocillopora_damicornis_5,60.3,5.96,54.34,9.883913765
RT1,5m,1004,Pocillopora_damicornis_7,77.31,9.35,67.96,12.09416634
RT1,5m,1004,Pocillopora_damicornis_8,5.67,0,5.67,0
RT1,5m,1004,Pocillopora_meandrina_2,59.43,6.83,52.6,11.4925122
RT1,5m,1004,Pocillopora_meandrina_6,48.74,6.91,41.83,14.17726713
RT1,5m,1004,Porites_superfusa,11.84,0,11.84,0
RT1,5m,1007,Goniastrea_stelligera_1,26.98,12.17,14.81,45.10748703
RT1,5m,1007,Goniastrea_stelligera_4,4.58,0.49,4.09,10.69868996
RT1,5m,1007,Goniastrea_stelligera_5,2.92,1.4,1.52,47.94520548
RT1,5m,1007,Goniastrea_stelligera_6,2.3,1.03,1.27,44.7826087
RT1,5m,1007,Goniastrea_stelligera_7,3.35,0,3.35,0
RT1,5m,1007,Montipora_flabellata,781.28,89.01,692.27,11.39284251
RT1,5m,1007,Pocillopora_damicornis_1,108.81,0.42,108.39,0.385993934
RT1,5m,1007,Pocillopora_damicornis_3,120.4,28.2,92.2,23.42192691
RT1,5m,1007,Pocillopora_damicornis_4,47.32,11.87,35.45,25.08453085
RT1,5m,1007,Pocillopora_damicornis_5,64.04,3.94,60.1,6.152404747
RT1,5m,1007,Pocillopora_damicornis_7,83.69,24.38,59.31,29.13131796
RT1,5m,1007,Pocillopora_damicornis_8,0.72,0,0.72,0
RT1,5m,1007,Pocillopora_meandrina_2,51.59,4.81,46.78,9.323512309
RT1,5m,1007,Porites_superfusa,16.95,0,16.95,0
RT1,5m,1105,Goniastrea_stelligera_1,43.42,22.24,21.18,51.22063565
RT1,5m,1105,Goniastrea_stelligera_4,12.7,7.74,4.96,60.94488189
RT1,5m,1105,Goniastrea_stelligera_5,16.86,5.17,11.69,30.66429419
RT1,5m,1105,Goniastrea_stelligera_6,7.93,6.59,1.34,83.10214376
RT1,5m,1105,Goniastrea_stelligera_7,3.49,0.25,3.24,7.163323782
RT1,5m,1105,Montipora_flabellata,569.1,3.83,565.27,0.672992444
RT1,5m,1105,Pocillopora_damicornis_1,137.17,33.97,103.2,24.76489028
RT1,5m,1105,Pocillopora_damicornis_3,49.01,28.46,20.55,58.06978168
RT1,5m,1105,Pocillopora_damicornis_4,51.47,0.03,51.44,0.05828638
RT1,5m,1105,Pocillopora_damicornis_5,49.12,9.63,39.49,19.60504886
RT1,5m,1105,Pocillopora_damicornis_7,87.88,18.66,69.22,21.23350023
